age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
60,private,25141,communitycollege,10,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
28,private,405793,communitycollege,12,married,service,husband,white,male,0,0,45,united-states,>50K
47,government,53498,highschoolgrad,9,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
69,,476653,bachelors,13,married,,husband,white,male,0,0,20,united-states,<=50K
40,self-employed,162312,highschoolgrad,9,married,blue-collar,husband,asian-pac-islander,male,0,0,66,south,<=50K
37,private,277022,highschoolgrad,9,notmarried,blue-collar,unmarried,white,female,3887,0,40,nicaragua,<=50K
41,government,109762,masters,14,notmarried,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
38,private,123031,highschoolgrad,9,married,white-collar,husband,asian-pac-islander,male,0,0,48,trinadad&tobago,<=50K
46,government,119890,communitycollege,11,separated,service,not-in-family,other,female,0,0,30,united-states,<=50K
21,self-employed,409230,communitycollege,10,notmarried,white-collar,own-child,white,male,0,0,30,united-states,<=50K
44,private,223308,masters,14,separated,service,unmarried,white,female,0,0,48,united-states,<=50K
38,,129150,dropout,6,separated,,own-child,white,male,0,0,35,united-states,<=50K
47,self-employed,119199,communitycollege,10,married,white-collar,wife,white,female,0,0,35,united-states,>50K
42,private,46221,doctorate,16,notmarried,service,not-in-family,white,male,27828,0,60,,>50K
42,government,351161,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
56,private,174533,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,45,united-states,>50K
32,private,324386,bachelors,13,notmarried,prof-specialty,own-child,white,male,0,0,40,united-states,<=50K
24,private,126568,bachelors,13,married,service,husband,white,male,0,0,33,united-states,<=50K
26,private,275703,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
36,self-employed,219611,bachelors,13,notmarried,service,not-in-family,black,female,2174,0,50,united-states,<=50K
49,private,200471,dropout,7,notmarried,service,not-in-family,white,male,0,0,60,united-states,<=50K
65,private,155261,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,>50K
73,government,74040,dropout,4,separated,service,not-in-family,asian-pac-islander,female,0,0,40,united-states,<=50K
34,private,226296,dropout,7,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
22,private,211968,bachelors,13,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
49,government,126446,communitycollege,10,notmarried,service,unmarried,white,female,0,0,30,united-states,<=50K
25,private,262885,dropout,7,notmarried,service,unmarried,black,female,0,0,32,united-states,<=50K
39,private,188069,dropout,5,married,blue-collar,husband,white,male,0,0,25,united-states,<=50K
19,private,113546,dropout,7,notmarried,blue-collar,not-in-family,white,male,0,0,56,united-states,<=50K
24,private,227070,dropout,6,married,blue-collar,wife,white,female,0,0,40,united-states,<=50K
34,private,136997,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,35,united-states,<=50K
35,,119006,highschoolgrad,9,widowed,,own-child,white,female,0,0,38,united-states,<=50K
21,private,212407,highschoolgrad,9,notmarried,blue-collar,other-relative,white,male,0,0,40,united-states,<=50K
43,private,197810,masters,14,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
35,government,35309,bachelors,13,notmarried,service,not-in-family,asian-pac-islander,male,0,0,28,,<=50K
39,private,141802,communitycollege,10,separated,white-collar,unmarried,black,female,0,0,40,united-states,<=50K
48,,184513,bachelors,13,married,,husband,white,male,0,0,80,united-states,>50K
33,self-employed,124187,communitycollege,12,notmarried,service,not-in-family,black,male,0,0,32,united-states,<=50K
19,private,201743,communitycollege,10,notmarried,service,own-child,white,female,0,0,26,united-states,<=50K
17,private,156736,dropout,6,notmarried,service,unmarried,white,female,0,0,12,united-states,<=50K
43,self-employed,47261,communitycollege,10,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
62,private,150693,highschoolgrad,9,widowed,white-collar,not-in-family,white,female,0,0,42,united-states,<=50K
53,government,233734,masters,14,separated,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50K
45,government,35969,masters,14,married,prof-specialty,husband,white,male,0,0,60,united-states,>50K
47,private,159550,highschoolgrad,9,separated,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
30,private,190823,communitycollege,10,notmarried,service,own-child,black,female,0,0,40,united-states,<=50K
53,private,213378,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,33,united-states,<=50K
24,private,257500,highschoolgrad,9,separated,blue-collar,own-child,black,female,0,0,40,united-states,<=50K
41,government,488706,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
58,government,239405,dropout,3,separated,service,other-relative,black,female,0,0,40,haiti,<=50K
27,government,105189,highschoolgrad,9,separated,white-collar,not-in-family,white,male,4865,0,50,united-states,<=50K
63,government,109735,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,38,united-states,<=50K
50,private,172942,communitycollege,10,separated,service,own-child,white,male,0,0,28,united-states,<=50K
43,government,209899,masters,14,notmarried,service,not-in-family,black,female,8614,0,47,united-states,>50K
29,self-employed,87745,communitycollege,10,notmarried,white-collar,not-in-family,white,male,0,0,60,united-states,<=50K
41,private,187881,communitycollege,10,married,service,husband,white,male,3942,0,40,united-states,<=50K
55,private,234125,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
36,private,272944,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
23,government,129232,highschoolgrad,9,notmarried,white-collar,own-child,white,male,0,0,40,united-states,<=50K
22,private,100345,bachelors,13,notmarried,blue-collar,not-in-family,white,male,13550,0,55,united-states,>50K
58,self-employed,195835,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,45,united-states,<=50K
25,private,251854,dropout,7,notmarried,white-collar,own-child,black,female,0,0,40,united-states,<=50K
40,private,103474,highschoolgrad,9,married,service,wife,white,female,0,0,30,united-states,<=50K
38,private,22042,communitycollege,11,notmarried,prof-specialty,not-in-family,white,female,0,0,39,united-states,<=50K
37,private,343721,bachelors,13,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
19,private,232368,communitycollege,10,notmarried,service,own-child,white,female,0,0,35,united-states,<=50K
55,private,174478,dropout,6,notmarried,service,not-in-family,white,male,0,0,29,united-states,<=50K
55,private,282023,bachelors,13,married,service,husband,white,male,15024,0,50,united-states,>50K
28,private,274690,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,45,united-states,<=50K
53,private,251675,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,el-salvador,<=50K
32,,647882,highschoolgrad,9,married,,husband,white,male,0,0,40,,<=50K
60,private,128367,communitycollege,10,separated,prof-specialty,unmarried,white,male,3325,0,42,united-states,<=50K
32,private,37380,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,38,united-states,<=50K
34,private,173730,highschoolgrad,9,married,service,husband,white,male,0,0,50,united-states,<=50K
49,private,353824,communitycollege,10,separated,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50K
21,private,225890,communitycollege,10,notmarried,service,other-relative,white,female,0,0,30,united-states,<=50K
24,government,147147,bachelors,13,notmarried,white-collar,not-in-family,black,female,0,0,20,united-states,<=50K
53,private,233780,communitycollege,11,separated,white-collar,not-in-family,black,female,2202,0,40,united-states,<=50K
29,private,394927,communitycollege,11,married,service,husband,white,male,0,0,40,,<=50K
34,government,188682,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50K
52,,115209,masters,15,notmarried,,unmarried,asian-pac-islander,female,0,0,40,vietnam,<=50K
41,private,277192,dropout,3,married,blue-collar,wife,white,female,0,0,40,mexico,<=50K
21,private,314182,highschoolgrad,9,notmarried,service,not-in-family,white,female,0,0,40,united-states,<=50K
43,private,220776,masters,14,married,white-collar,husband,white,male,0,0,35,united-states,>50K
31,government,189269,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
38,private,35429,highschoolgrad,9,married,blue-collar,husband,white,male,0,2042,40,united-states,<=50K
42,private,154374,bachelors,13,married,white-collar,husband,white,male,0,2415,60,united-states,>50K
62,private,161460,bachelors,13,notmarried,blue-collar,not-in-family,white,male,0,0,30,united-states,<=50K
51,private,251487,dropout,4,widowed,blue-collar,not-in-family,amer-indian-eskimo,female,0,0,40,united-states,<=50K
30,private,177531,highschoolgrad,9,notmarried,service,unmarried,black,female,0,0,25,united-states,<=50K
24,private,53942,bachelors,13,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
36,private,113481,highschoolgrad,9,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
57,private,361324,dropout,6,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
46,private,330087,bachelors,13,married,white-collar,husband,white,male,0,0,55,united-states,>50K
33,private,276221,doctorate,16,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
42,private,121055,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,45,united-states,<=50K
62,private,118696,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
64,self-employed,289741,communitycollege,10,married,service,husband,white,male,0,0,20,united-states,<=50K
18,private,238401,communitycollege,10,notmarried,service,own-child,white,female,0,0,25,united-states,<=50K
43,private,262038,dropout,3,notmarried,blue-collar,unmarried,white,male,0,0,35,mexico,<=50K
62,self-employed,26911,dropout,4,widowed,service,not-in-family,white,female,0,0,66,united-states,<=50K
29,private,161155,communitycollege,12,married,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
43,private,252519,bachelors,13,married,blue-collar,husband,black,male,0,0,40,haiti,>50K
39,private,43712,highschoolgrad,9,married,white-collar,husband,white,male,7298,0,40,united-states,>50K
69,,167826,bachelors,13,married,,husband,white,male,0,0,40,united-states,<=50K
34,private,188900,bachelors,13,married,white-collar,wife,white,female,0,0,40,united-states,<=50K
44,private,120057,communitycollege,12,married,white-collar,husband,white,male,4386,0,45,united-states,>50K
25,private,134113,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,0,30,united-states,<=50K
47,government,165822,communitycollege,10,separated,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
17,private,99161,dropout,6,notmarried,service,own-child,white,male,0,0,8,united-states,<=50K
41,government,74581,bachelors,13,separated,prof-specialty,unmarried,white,male,0,0,65,united-states,<=50K
19,private,304643,communitycollege,10,notmarried,service,own-child,white,male,0,0,20,united-states,<=50K
57,private,121821,dropout,2,married,service,husband,other,male,0,0,40,dominican-republic,<=50K
25,private,154863,highschoolgrad,9,notmarried,white-collar,unmarried,black,male,0,0,35,united-states,<=50K
37,government,365430,communitycollege,10,married,white-collar,husband,white,male,0,0,40,canada,>50K
29,private,183111,communitycollege,11,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,private,50178,communitycollege,10,notmarried,service,own-child,white,male,0,0,35,united-states,<=50K
35,private,186845,masters,15,married,prof-specialty,husband,white,male,0,0,45,united-states,>50K
52,private,159908,dropout,8,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,162189,highschoolgrad,9,notmarried,blue-collar,own-child,white,female,1831,0,40,peru,<=50K
29,private,128509,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,female,0,0,38,el-salvador,<=50K
23,private,143032,masters,14,notmarried,prof-specialty,own-child,white,female,0,0,36,united-states,<=50K
31,private,382368,dropout,7,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
40,private,210013,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
19,private,293928,highschoolgrad,9,notmarried,white-collar,own-child,white,female,0,0,20,united-states,<=50K
21,private,208503,communitycollege,10,notmarried,blue-collar,own-child,white,male,0,0,10,united-states,<=50K
37,government,191841,bachelors,13,notmarried,white-collar,not-in-family,white,female,8614,0,40,united-states,>50K
49,self-employed,355978,masters,15,married,prof-specialty,husband,white,male,99999,0,35,united-states,>50K
64,government,202738,highschoolgrad,9,married,white-collar,wife,white,female,0,0,35,united-states,<=50K
37,government,144322,communitycollege,11,notmarried,white-collar,not-in-family,white,female,0,0,43,united-states,<=50K
70,self-employed,155141,bachelors,13,married,blue-collar,husband,white,male,0,2377,12,united-states,>50K
22,private,160120,dropout,6,notmarried,blue-collar,own-child,asian-pac-islander,male,0,0,30,united-states,<=50K
